,sex,unit,geo,TIME_PERIOD,OBS_VALUE
0,F,PC_EMP,AT,2009-Q1,4.2
1,F,PC_EMP,AT,2009-Q2,4.1
2,F,PC_EMP,AT,2009-Q3,5.0
3,F,PC_EMP,AT,2009-Q4,4.9
4,F,PC_EMP,AT,2010-Q1,3.9
5,F,PC_EMP,AT,2010-Q2,4.4
6,F,PC_EMP,AT,2010-Q3,5.8
7,F,PC_EMP,AT,2010-Q4,5.7
8,F,PC_EMP,AT,2011-Q1,4.5
9,F,PC_EMP,AT,2011-Q2,4.7
10,F,PC_EMP,AT,2011-Q3,6.4
11,F,PC_EMP,AT,2011-Q4,5.0
12,F,PC_EMP,AT,2012-Q1,4.3
13,F,PC_EMP,AT,2012-Q2,4.2
14,F,PC_EMP,AT,2012-Q3,5.5
15,F,PC_EMP,AT,2012-Q4,5.4
16,F,PC_EMP,AT,2013-Q1,4.1
17,F,PC_EMP,AT,2013-Q2,4.1
18,F,PC_EMP,AT,2013-Q3,5.6
19,F,PC_EMP,AT,2013-Q4,4.9
20,F,PC_EMP,AT,2014-Q1,4.2
21,F,PC_EMP,AT,2014-Q2,4.3
22,F,PC_EMP,AT,2014-Q3,5.0
23,F,PC_EMP,AT,2014-Q4,5.7
24,F,PC_EMP,AT,2015-Q1,4.0
25,F,PC_EMP,AT,2015-Q2,4.1
26,F,PC_EMP,AT,2015-Q3,5.2
27,F,PC_EMP,AT,2015-Q4,5.0
28,F,PC_EMP,AT,2016-Q1,4.5
29,F,PC_EMP,AT,2016-Q2,4.2
30,F,PC_EMP,AT,2016-Q3,5.7
31,F,PC_EMP,AT,2016-Q4,5.3
32,F,PC_EMP,AT,2017-Q1,4.3
33,F,PC_EMP,AT,2017-Q2,4.3
34,F,PC_EMP,AT,2017-Q3,5.7
35,F,PC_EMP,AT,2017-Q4,5.8
36,F,PC_EMP,AT,2018-Q1,4.4
37,F,PC_EMP,AT,2018-Q2,4.4
38,F,PC_EMP,AT,2018-Q3,5.2
39,F,PC_EMP,AT,2018-Q4,6.0
40,F,PC_EMP,AT,2019-Q1,4.5
41,F,PC_EMP,AT,2019-Q2,4.7
42,F,PC_EMP,AT,2019-Q3,5.6
43,F,PC_EMP,AT,2019-Q4,5.7
44,F,PC_EMP,AT,2020-Q1,4.4
45,F,PC_EMP,AT,2020-Q2,3.0
46,F,PC_EMP,AT,2020-Q3,5.5
47,F,PC_EMP,AT,2020-Q4,5.0
48,F,PC_EMP,AT,2021-Q1,3.4
49,F,PC_EMP,AT,2021-Q2,3.9
50,F,THS,AT,2009-Q1,76.7
51,F,THS,AT,2009-Q2,75.7
52,F,THS,AT,2009-Q3,92.4
53,F,THS,AT,2009-Q4,90.9
54,F,THS,AT,2010-Q1,72.7
55,F,THS,AT,2010-Q2,80.8
56,F,THS,AT,2010-Q3,110.1
57,F,THS,AT,2010-Q4,106.0
58,F,THS,AT,2011-Q1,83.6
59,F,THS,AT,2011-Q2,88.3
60,F,THS,AT,2011-Q3,121.6
61,F,THS,AT,2011-Q4,93.2
62,F,THS,AT,2012-Q1,82.0
63,F,THS,AT,2012-Q2,80.9
64,F,THS,AT,2012-Q3,105.8
65,F,THS,AT,2012-Q4,104.0
66,F,THS,AT,2013-Q1,78.7
67,F,THS,AT,2013-Q2,79.6
68,F,THS,AT,2013-Q3,108.6
69,F,THS,AT,2013-Q4,92.9
70,F,THS,AT,2014-Q1,80.9
71,F,THS,AT,2014-Q2,83.5
72,F,THS,AT,2014-Q3,97.9
73,F,THS,AT,2014-Q4,110.0
74,F,THS,AT,2015-Q1,76.1
75,F,THS,AT,2015-Q2,78.7
76,F,THS,AT,2015-Q3,102.8
77,F,THS,AT,2015-Q4,98.2
78,F,THS,AT,2016-Q1,87.5
79,F,THS,AT,2016-Q2,83.0
80,F,THS,AT,2016-Q3,113.9
81,F,THS,AT,2016-Q4,106.0
82,F,THS,AT,2017-Q1,85.2
83,F,THS,AT,2017-Q2,86.8
84,F,THS,AT,2017-Q3,115.3
85,F,THS,AT,2017-Q4,116.8
86,F,THS,AT,2018-Q1,87.6
87,F,THS,AT,2018-Q2,88.6
88,F,THS,AT,2018-Q3,106.6
89,F,THS,AT,2018-Q4,121.6
90,F,THS,AT,2019-Q1,91.4
91,F,THS,AT,2019-Q2,94.9
92,F,THS,AT,2019-Q3,115.4
93,F,THS,AT,2019-Q4,116.6
94,F,THS,AT,2020-Q1,88.9
95,F,THS,AT,2020-Q2,58.7
96,F,THS,AT,2020-Q3,112.0
97,F,THS,AT,2020-Q4,101.5
98,F,THS,AT,2021-Q1,66.1
99,F,THS,AT,2021-Q2,76.5
300,M,PC_EMP,AT,2009-Q1,3.2
301,M,PC_EMP,AT,2009-Q2,4.6
302,M,PC_EMP,AT,2009-Q3,4.7
303,M,PC_EMP,AT,2009-Q4,4.1
304,M,PC_EMP,AT,2010-Q1,4.2
305,M,PC_EMP,AT,2010-Q2,5.5
306,M,PC_EMP,AT,2010-Q3,5.6
307,M,PC_EMP,AT,2010-Q4,4.5
308,M,PC_EMP,AT,2011-Q1,3.7
309,M,PC_EMP,AT,2011-Q2,5.5
310,M,PC_EMP,AT,2011-Q3,5.1
311,M,PC_EMP,AT,2011-Q4,4.2
312,M,PC_EMP,AT,2012-Q1,3.7
313,M,PC_EMP,AT,2012-Q2,5.0
314,M,PC_EMP,AT,2012-Q3,5.0
315,M,PC_EMP,AT,2012-Q4,3.9
316,M,PC_EMP,AT,2013-Q1,3.7
317,M,PC_EMP,AT,2013-Q2,4.8
318,M,PC_EMP,AT,2013-Q3,4.7
319,M,PC_EMP,AT,2013-Q4,4.1
320,M,PC_EMP,AT,2014-Q1,3.6
321,M,PC_EMP,AT,2014-Q2,4.8
322,M,PC_EMP,AT,2014-Q3,4.3
323,M,PC_EMP,AT,2014-Q4,4.1
324,M,PC_EMP,AT,2015-Q1,3.7
325,M,PC_EMP,AT,2015-Q2,5.0
326,M,PC_EMP,AT,2015-Q3,4.9
327,M,PC_EMP,AT,2015-Q4,4.4
328,M,PC_EMP,AT,2016-Q1,3.6
329,M,PC_EMP,AT,2016-Q2,5.0
330,M,PC_EMP,AT,2016-Q3,4.9
331,M,PC_EMP,AT,2016-Q4,4.0
332,M,PC_EMP,AT,2017-Q1,4.2
333,M,PC_EMP,AT,2017-Q2,5.3
334,M,PC_EMP,AT,2017-Q3,5.0
335,M,PC_EMP,AT,2017-Q4,4.5
336,M,PC_EMP,AT,2018-Q1,4.3
337,M,PC_EMP,AT,2018-Q2,4.9
338,M,PC_EMP,AT,2018-Q3,4.8
339,M,PC_EMP,AT,2018-Q4,4.3
340,M,PC_EMP,AT,2019-Q1,4.1
341,M,PC_EMP,AT,2019-Q2,5.1
342,M,PC_EMP,AT,2019-Q3,4.8
343,M,PC_EMP,AT,2019-Q4,4.4
344,M,PC_EMP,AT,2020-Q1,3.8
345,M,PC_EMP,AT,2020-Q2,3.5
346,M,PC_EMP,AT,2020-Q3,4.8
347,M,PC_EMP,AT,2020-Q4,3.7
348,M,PC_EMP,AT,2021-Q1,3.9
349,M,PC_EMP,AT,2021-Q2,4.6
350,M,THS,AT,2009-Q1,67.3
351,M,THS,AT,2009-Q2,98.0
352,M,THS,AT,2009-Q3,101.6
353,M,THS,AT,2009-Q4,88.4
354,M,THS,AT,2010-Q1,86.9
355,M,THS,AT,2010-Q2,117.0
356,M,THS,AT,2010-Q3,121.7
357,M,THS,AT,2010-Q4,96.8
358,M,THS,AT,2011-Q1,78.3
359,M,THS,AT,2011-Q2,118.2
360,M,THS,AT,2011-Q3,111.1
361,M,THS,AT,2011-Q4,91.1
362,M,THS,AT,2012-Q1,78.3
363,M,THS,AT,2012-Q2,109.6
364,M,THS,AT,2012-Q3,109.0
365,M,THS,AT,2012-Q4,83.8
366,M,THS,AT,2013-Q1,79.1
367,M,THS,AT,2013-Q2,105.0
368,M,THS,AT,2013-Q3,103.5
369,M,THS,AT,2013-Q4,89.2
370,M,THS,AT,2014-Q1,75.4
371,M,THS,AT,2014-Q2,103.6
372,M,THS,AT,2014-Q3,94.7
373,M,THS,AT,2014-Q4,89.8
374,M,THS,AT,2015-Q1,79.8
375,M,THS,AT,2015-Q2,108.4
376,M,THS,AT,2015-Q3,109.2
377,M,THS,AT,2015-Q4,97.7
378,M,THS,AT,2016-Q1,77.3
379,M,THS,AT,2016-Q2,110.9
380,M,THS,AT,2016-Q3,110.3
381,M,THS,AT,2016-Q4,88.4
382,M,THS,AT,2017-Q1,90.7
383,M,THS,AT,2017-Q2,119.8
384,M,THS,AT,2017-Q3,113.2
385,M,THS,AT,2017-Q4,102.5
386,M,THS,AT,2018-Q1,95.7
387,M,THS,AT,2018-Q2,112.6
388,M,THS,AT,2018-Q3,110.6
389,M,THS,AT,2018-Q4,99.5
390,M,THS,AT,2019-Q1,93.5
391,M,THS,AT,2019-Q2,118.1
392,M,THS,AT,2019-Q3,110.7
393,M,THS,AT,2019-Q4,102.5
394,M,THS,AT,2020-Q1,85.3
395,M,THS,AT,2020-Q2,77.1
396,M,THS,AT,2020-Q3,110.8
397,M,THS,AT,2020-Q4,84.1
398,M,THS,AT,2021-Q1,86.3
399,M,THS,AT,2021-Q2,104.5
600,T,PC_EMP,AT,2009-Q1,3.7
601,T,PC_EMP,AT,2009-Q2,4.4
602,T,PC_EMP,AT,2009-Q3,4.8
603,T,PC_EMP,AT,2009-Q4,4.5
604,T,PC_EMP,AT,2010-Q1,4.1
605,T,PC_EMP,AT,2010-Q2,5.0
606,T,PC_EMP,AT,2010-Q3,5.7
607,T,PC_EMP,AT,2010-Q4,5.0
608,T,PC_EMP,AT,2011-Q1,4.1
609,T,PC_EMP,AT,2011-Q2,5.1
610,T,PC_EMP,AT,2011-Q3,5.7
611,T,PC_EMP,AT,2011-Q4,4.6
612,T,PC_EMP,AT,2012-Q1,4.0
613,T,PC_EMP,AT,2012-Q2,4.7
614,T,PC_EMP,AT,2012-Q3,5.2
615,T,PC_EMP,AT,2012-Q4,4.6
616,T,PC_EMP,AT,2013-Q1,3.9
617,T,PC_EMP,AT,2013-Q2,4.5
618,T,PC_EMP,AT,2013-Q3,5.1
619,T,PC_EMP,AT,2013-Q4,4.5
620,T,PC_EMP,AT,2014-Q1,3.9
621,T,PC_EMP,AT,2014-Q2,4.6
622,T,PC_EMP,AT,2014-Q3,4.6
623,T,PC_EMP,AT,2014-Q4,4.9
624,T,PC_EMP,AT,2015-Q1,3.8
625,T,PC_EMP,AT,2015-Q2,4.5
626,T,PC_EMP,AT,2015-Q3,5.1
627,T,PC_EMP,AT,2015-Q4,4.7
628,T,PC_EMP,AT,2016-Q1,4.0
629,T,PC_EMP,AT,2016-Q2,4.6
630,T,PC_EMP,AT,2016-Q3,5.3
631,T,PC_EMP,AT,2016-Q4,4.6
632,T,PC_EMP,AT,2017-Q1,4.2
633,T,PC_EMP,AT,2017-Q2,4.9
634,T,PC_EMP,AT,2017-Q3,5.3
635,T,PC_EMP,AT,2017-Q4,5.1
636,T,PC_EMP,AT,2018-Q1,4.3
637,T,PC_EMP,AT,2018-Q2,4.7
638,T,PC_EMP,AT,2018-Q3,5.0
639,T,PC_EMP,AT,2018-Q4,5.1
640,T,PC_EMP,AT,2019-Q1,4.3
641,T,PC_EMP,AT,2019-Q2,4.9
642,T,PC_EMP,AT,2019-Q3,5.2
643,T,PC_EMP,AT,2019-Q4,5.0
644,T,PC_EMP,AT,2020-Q1,4.1
645,T,PC_EMP,AT,2020-Q2,3.2
646,T,PC_EMP,AT,2020-Q3,5.1
647,T,PC_EMP,AT,2020-Q4,4.3
648,T,PC_EMP,AT,2021-Q1,3.6
649,T,PC_EMP,AT,2021-Q2,4.3
650,T,THS,AT,2009-Q1,144.0
651,T,THS,AT,2009-Q2,173.6
652,T,THS,AT,2009-Q3,194.0
653,T,THS,AT,2009-Q4,179.3
654,T,THS,AT,2010-Q1,159.6
655,T,THS,AT,2010-Q2,197.8
656,T,THS,AT,2010-Q3,231.8
657,T,THS,AT,2010-Q4,202.8
658,T,THS,AT,2011-Q1,161.9
659,T,THS,AT,2011-Q2,206.5
660,T,THS,AT,2011-Q3,232.7
661,T,THS,AT,2011-Q4,184.3
662,T,THS,AT,2012-Q1,160.4
663,T,THS,AT,2012-Q2,190.5
664,T,THS,AT,2012-Q3,214.8
665,T,THS,AT,2012-Q4,187.8
666,T,THS,AT,2013-Q1,157.8
667,T,THS,AT,2013-Q2,184.6
668,T,THS,AT,2013-Q3,212.2
669,T,THS,AT,2013-Q4,182.1
670,T,THS,AT,2014-Q1,156.3
671,T,THS,AT,2014-Q2,187.1
672,T,THS,AT,2014-Q3,192.6
673,T,THS,AT,2014-Q4,199.8
674,T,THS,AT,2015-Q1,155.9
675,T,THS,AT,2015-Q2,187.1
676,T,THS,AT,2015-Q3,212.1
677,T,THS,AT,2015-Q4,195.9
678,T,THS,AT,2016-Q1,164.9
679,T,THS,AT,2016-Q2,193.9
680,T,THS,AT,2016-Q3,224.2
681,T,THS,AT,2016-Q4,194.4
682,T,THS,AT,2017-Q1,175.9
683,T,THS,AT,2017-Q2,206.7
684,T,THS,AT,2017-Q3,228.5
685,T,THS,AT,2017-Q4,219.2
686,T,THS,AT,2018-Q1,183.2
687,T,THS,AT,2018-Q2,201.2
688,T,THS,AT,2018-Q3,217.2
689,T,THS,AT,2018-Q4,221.1
690,T,THS,AT,2019-Q1,184.9
691,T,THS,AT,2019-Q2,213.0
692,T,THS,AT,2019-Q3,226.0
693,T,THS,AT,2019-Q4,219.1
694,T,THS,AT,2020-Q1,174.2
695,T,THS,AT,2020-Q2,135.8
696,T,THS,AT,2020-Q3,222.8
697,T,THS,AT,2020-Q4,185.6
698,T,THS,AT,2021-Q1,152.4
699,T,THS,AT,2021-Q2,181.0
900,F,PC_EMP,BE,2009-Q1,3.1
901,F,PC_EMP,BE,2009-Q2,3.5
902,F,PC_EMP,BE,2009-Q3,4.0
903,F,PC_EMP,BE,2009-Q4,4.1
904,F,PC_EMP,BE,2010-Q1,2.8
905,F,PC_EMP,BE,2010-Q2,3.3
906,F,PC_EMP,BE,2010-Q3,4.5
907,F,PC_EMP,BE,2010-Q4,4.8
908,F,PC_EMP,BE,2011-Q1,3.5
909,F,PC_EMP,BE,2011-Q2,3.7
910,F,PC_EMP,BE,2011-Q3,4.2
911,F,PC_EMP,BE,2011-Q4,5.2
912,F,PC_EMP,BE,2012-Q1,4.1
913,F,PC_EMP,BE,2012-Q2,3.5
914,F,PC_EMP,BE,2012-Q3,4.3
915,F,PC_EMP,BE,2012-Q4,5.3
916,F,PC_EMP,BE,2013-Q1,3.3
917,F,PC_EMP,BE,2013-Q2,2.4
918,F,PC_EMP,BE,2013-Q3,4.3
919,F,PC_EMP,BE,2013-Q4,4.0
920,F,PC_EMP,BE,2014-Q1,3.3
921,F,PC_EMP,BE,2014-Q2,3.1
922,F,PC_EMP,BE,2014-Q3,4.1
923,F,PC_EMP,BE,2014-Q4,4.6
924,F,PC_EMP,BE,2015-Q1,3.7
925,F,PC_EMP,BE,2015-Q2,3.5
926,F,PC_EMP,BE,2015-Q3,3.7
927,F,PC_EMP,BE,2015-Q4,4.0
928,F,PC_EMP,BE,2016-Q1,3.4
929,F,PC_EMP,BE,2016-Q2,3.5
930,F,PC_EMP,BE,2016-Q3,4.7
931,F,PC_EMP,BE,2016-Q4,4.9
932,F,PC_EMP,BE,2017-Q1,3.1
933,F,PC_EMP,BE,2017-Q2,3.3
934,F,PC_EMP,BE,2017-Q3,4.4
935,F,PC_EMP,BE,2017-Q4,4.7
936,F,PC_EMP,BE,2018-Q1,3.5
937,F,PC_EMP,BE,2018-Q2,3.2
938,F,PC_EMP,BE,2018-Q3,4.7
939,F,PC_EMP,BE,2018-Q4,4.5
940,F,PC_EMP,BE,2019-Q1,3.3
941,F,PC_EMP,BE,2019-Q2,3.3
942,F,PC_EMP,BE,2019-Q3,4.8
943,F,PC_EMP,BE,2019-Q4,4.9
944,F,PC_EMP,BE,2020-Q1,3.6
945,F,PC_EMP,BE,2020-Q2,2.1
946,F,PC_EMP,BE,2020-Q3,4.0
947,F,PC_EMP,BE,2020-Q4,4.2
948,F,PC_EMP,BE,2021-Q1,2.9
949,F,PC_EMP,BE,2021-Q2,3.4
950,F,THS,BE,2009-Q1,60.8
951,F,THS,BE,2009-Q2,70.3
952,F,THS,BE,2009-Q3,80.3
953,F,THS,BE,2009-Q4,82.6
954,F,THS,BE,2010-Q1,57.4
955,F,THS,BE,2010-Q2,65.5
956,F,THS,BE,2010-Q3,90.6
957,F,THS,BE,2010-Q4,99.9
958,F,THS,BE,2011-Q1,70.2
959,F,THS,BE,2011-Q2,76.8
960,F,THS,BE,2011-Q3,85.5
961,F,THS,BE,2011-Q4,106.3
962,F,THS,BE,2012-Q1,83.2
963,F,THS,BE,2012-Q2,71.6
964,F,THS,BE,2012-Q3,89.4
965,F,THS,BE,2012-Q4,110.1
966,F,THS,BE,2013-Q1,68.7
967,F,THS,BE,2013-Q2,48.8
968,F,THS,BE,2013-Q3,91.1
969,F,THS,BE,2013-Q4,82.8
970,F,THS,BE,2014-Q1,68.4
971,F,THS,BE,2014-Q2,65.0
972,F,THS,BE,2014-Q3,86.1
973,F,THS,BE,2014-Q4,97.4
974,F,THS,BE,2015-Q1,78.4
975,F,THS,BE,2015-Q2,72.5
976,F,THS,BE,2015-Q3,79.2
977,F,THS,BE,2015-Q4,84.4
978,F,THS,BE,2016-Q1,72.4
979,F,THS,BE,2016-Q2,72.4
980,F,THS,BE,2016-Q3,99.8
981,F,THS,BE,2016-Q4,107.1
982,F,THS,BE,2017-Q1,64.5
983,F,THS,BE,2017-Q2,70.7
984,F,THS,BE,2017-Q3,93.8
985,F,THS,BE,2017-Q4,101.5
986,F,THS,BE,2018-Q1,77.5
987,F,THS,BE,2018-Q2,70.3
988,F,THS,BE,2018-Q3,106.7
989,F,THS,BE,2018-Q4,102.1
990,F,THS,BE,2019-Q1,73.7
991,F,THS,BE,2019-Q2,74.0
992,F,THS,BE,2019-Q3,109.6
993,F,THS,BE,2019-Q4,110.3
994,F,THS,BE,2020-Q1,80.1
995,F,THS,BE,2020-Q2,46.7
996,F,THS,BE,2020-Q3,90.7
997,F,THS,BE,2020-Q4,93.5
998,F,THS,BE,2021-Q1,63.3
999,F,THS,BE,2021-Q2,77.6
1200,M,PC_EMP,BE,2009-Q1,3.0
1201,M,PC_EMP,BE,2009-Q2,3.1
1202,M,PC_EMP,BE,2009-Q3,3.6
1203,M,PC_EMP,BE,2009-Q4,3.9
1204,M,PC_EMP,BE,2010-Q1,3.1
1205,M,PC_EMP,BE,2010-Q2,3.2
1206,M,PC_EMP,BE,2010-Q3,3.7
1207,M,PC_EMP,BE,2010-Q4,4.0
1208,M,PC_EMP,BE,2011-Q1,4.0
1209,M,PC_EMP,BE,2011-Q2,3.8
1210,M,PC_EMP,BE,2011-Q3,4.0
1211,M,PC_EMP,BE,2011-Q4,4.3
1212,M,PC_EMP,BE,2012-Q1,3.5
1213,M,PC_EMP,BE,2012-Q2,3.8
1214,M,PC_EMP,BE,2012-Q3,3.2
1215,M,PC_EMP,BE,2012-Q4,4.0
1216,M,PC_EMP,BE,2013-Q1,3.0
1217,M,PC_EMP,BE,2013-Q2,3.1
1218,M,PC_EMP,BE,2013-Q3,3.5
1219,M,PC_EMP,BE,2013-Q4,4.3
1220,M,PC_EMP,BE,2014-Q1,3.1
1221,M,PC_EMP,BE,2014-Q2,3.3
1222,M,PC_EMP,BE,2014-Q3,3.5
1223,M,PC_EMP,BE,2014-Q4,4.3
1224,M,PC_EMP,BE,2015-Q1,3.3
1225,M,PC_EMP,BE,2015-Q2,4.0
1226,M,PC_EMP,BE,2015-Q3,3.5
1227,M,PC_EMP,BE,2015-Q4,4.1
1228,M,PC_EMP,BE,2016-Q1,3.5
1229,M,PC_EMP,BE,2016-Q2,3.4
1230,M,PC_EMP,BE,2016-Q3,4.3
1231,M,PC_EMP,BE,2016-Q4,4.5
1232,M,PC_EMP,BE,2017-Q1,3.2
1233,M,PC_EMP,BE,2017-Q2,3.5
1234,M,PC_EMP,BE,2017-Q3,4.7
1235,M,PC_EMP,BE,2017-Q4,4.3
1236,M,PC_EMP,BE,2018-Q1,3.6
1237,M,PC_EMP,BE,2018-Q2,3.3
1238,M,PC_EMP,BE,2018-Q3,4.5
1239,M,PC_EMP,BE,2018-Q4,4.2
1240,M,PC_EMP,BE,2019-Q1,3.3
1241,M,PC_EMP,BE,2019-Q2,3.3
1242,M,PC_EMP,BE,2019-Q3,4.0
1243,M,PC_EMP,BE,2019-Q4,4.0
1244,M,PC_EMP,BE,2020-Q1,3.5
1245,M,PC_EMP,BE,2020-Q2,2.3
1246,M,PC_EMP,BE,2020-Q3,4.1
1247,M,PC_EMP,BE,2020-Q4,4.2
1248,M,PC_EMP,BE,2021-Q1,3.8
1249,M,PC_EMP,BE,2021-Q2,3.7
1250,M,THS,BE,2009-Q1,73.7
1251,M,THS,BE,2009-Q2,74.1
1252,M,THS,BE,2009-Q3,88.1
1253,M,THS,BE,2009-Q4,96.3
1254,M,THS,BE,2010-Q1,75.6
1255,M,THS,BE,2010-Q2,78.9
1256,M,THS,BE,2010-Q3,89.9
1257,M,THS,BE,2010-Q4,99.8
1258,M,THS,BE,2011-Q1,97.9
1259,M,THS,BE,2011-Q2,95.4
1260,M,THS,BE,2011-Q3,96.5
1261,M,THS,BE,2011-Q4,106.4
1262,M,THS,BE,2012-Q1,85.1
1263,M,THS,BE,2012-Q2,94.6
1264,M,THS,BE,2012-Q3,79.9
1265,M,THS,BE,2012-Q4,98.3
1266,M,THS,BE,2013-Q1,72.9
1267,M,THS,BE,2013-Q2,75.8
1268,M,THS,BE,2013-Q3,85.6
1269,M,THS,BE,2013-Q4,103.9
1270,M,THS,BE,2014-Q1,75.7
1271,M,THS,BE,2014-Q2,79.2
1272,M,THS,BE,2014-Q3,84.6
1273,M,THS,BE,2014-Q4,104.6
1274,M,THS,BE,2015-Q1,79.9
1275,M,THS,BE,2015-Q2,95.6
1276,M,THS,BE,2015-Q3,85.0
1277,M,THS,BE,2015-Q4,99.7
1278,M,THS,BE,2016-Q1,84.8
1279,M,THS,BE,2016-Q2,84.6
1280,M,THS,BE,2016-Q3,106.4
1281,M,THS,BE,2016-Q4,111.1
1282,M,THS,BE,2017-Q1,79.5
1283,M,THS,BE,2017-Q2,86.5
1284,M,THS,BE,2017-Q3,117.2
1285,M,THS,BE,2017-Q4,107.9
1286,M,THS,BE,2018-Q1,89.7
1287,M,THS,BE,2018-Q2,83.3
1288,M,THS,BE,2018-Q3,114.5
1289,M,THS,BE,2018-Q4,107.8
1290,M,THS,BE,2019-Q1,82.7
1291,M,THS,BE,2019-Q2,84.5
1292,M,THS,BE,2019-Q3,102.0
1293,M,THS,BE,2019-Q4,103.3
1294,M,THS,BE,2020-Q1,89.4
1295,M,THS,BE,2020-Q2,59.4
1296,M,THS,BE,2020-Q3,104.2
1297,M,THS,BE,2020-Q4,106.7
1298,M,THS,BE,2021-Q1,95.2
1299,M,THS,BE,2021-Q2,96.3
1500,T,PC_EMP,BE,2009-Q1,3.0
1501,T,PC_EMP,BE,2009-Q2,3.3
1502,T,PC_EMP,BE,2009-Q3,3.8
1503,T,PC_EMP,BE,2009-Q4,4.0
1504,T,PC_EMP,BE,2010-Q1,3.0
1505,T,PC_EMP,BE,2010-Q2,3.3
1506,T,PC_EMP,BE,2010-Q3,4.0
1507,T,PC_EMP,BE,2010-Q4,4.4
1508,T,PC_EMP,BE,2011-Q1,3.8
1509,T,PC_EMP,BE,2011-Q2,3.8
1510,T,PC_EMP,BE,2011-Q3,4.1
1511,T,PC_EMP,BE,2011-Q4,4.7
1512,T,PC_EMP,BE,2012-Q1,3.8
1513,T,PC_EMP,BE,2012-Q2,3.7
1514,T,PC_EMP,BE,2012-Q3,3.7
1515,T,PC_EMP,BE,2012-Q4,4.6
1516,T,PC_EMP,BE,2013-Q1,3.2
1517,T,PC_EMP,BE,2013-Q2,2.7
1518,T,PC_EMP,BE,2013-Q3,3.9
1519,T,PC_EMP,BE,2013-Q4,4.1
1520,T,PC_EMP,BE,2014-Q1,3.2
1521,T,PC_EMP,BE,2014-Q2,3.2
1522,T,PC_EMP,BE,2014-Q3,3.8
1523,T,PC_EMP,BE,2014-Q4,4.4
1524,T,PC_EMP,BE,2015-Q1,3.5
1525,T,PC_EMP,BE,2015-Q2,3.7
1526,T,PC_EMP,BE,2015-Q3,3.6
1527,T,PC_EMP,BE,2015-Q4,4.0
1528,T,PC_EMP,BE,2016-Q1,3.5
1529,T,PC_EMP,BE,2016-Q2,3.5
1530,T,PC_EMP,BE,2016-Q3,4.5
1531,T,PC_EMP,BE,2016-Q4,4.7
1532,T,PC_EMP,BE,2017-Q1,3.2
1533,T,PC_EMP,BE,2017-Q2,3.4
1534,T,PC_EMP,BE,2017-Q3,4.5
1535,T,PC_EMP,BE,2017-Q4,4.4
1536,T,PC_EMP,BE,2018-Q1,3.6
1537,T,PC_EMP,BE,2018-Q2,3.3
1538,T,PC_EMP,BE,2018-Q3,4.6
1539,T,PC_EMP,BE,2018-Q4,4.4
1540,T,PC_EMP,BE,2019-Q1,3.3
1541,T,PC_EMP,BE,2019-Q2,3.3
1542,T,PC_EMP,BE,2019-Q3,4.4
1543,T,PC_EMP,BE,2019-Q4,4.4
1544,T,PC_EMP,BE,2020-Q1,3.5
1545,T,PC_EMP,BE,2020-Q2,2.2
1546,T,PC_EMP,BE,2020-Q3,4.0
1547,T,PC_EMP,BE,2020-Q4,4.2
1548,T,PC_EMP,BE,2021-Q1,3.4
1549,T,PC_EMP,BE,2021-Q2,3.6
1550,T,THS,BE,2009-Q1,134.5
1551,T,THS,BE,2009-Q2,144.4
1552,T,THS,BE,2009-Q3,168.4
1553,T,THS,BE,2009-Q4,178.9
1554,T,THS,BE,2010-Q1,133.0
1555,T,THS,BE,2010-Q2,144.4
1556,T,THS,BE,2010-Q3,180.5
1557,T,THS,BE,2010-Q4,199.7
1558,T,THS,BE,2011-Q1,168.1
1559,T,THS,BE,2011-Q2,172.1
1560,T,THS,BE,2011-Q3,182.0
1561,T,THS,BE,2011-Q4,212.7
1562,T,THS,BE,2012-Q1,168.3
1563,T,THS,BE,2012-Q2,166.2
1564,T,THS,BE,2012-Q3,169.2
1565,T,THS,BE,2012-Q4,208.4
1566,T,THS,BE,2013-Q1,141.6
1567,T,THS,BE,2013-Q2,124.5
1568,T,THS,BE,2013-Q3,176.6
1569,T,THS,BE,2013-Q4,186.7
1570,T,THS,BE,2014-Q1,144.0
1571,T,THS,BE,2014-Q2,144.3
1572,T,THS,BE,2014-Q3,170.7
1573,T,THS,BE,2014-Q4,202.0
1574,T,THS,BE,2015-Q1,158.3
1575,T,THS,BE,2015-Q2,168.1
1576,T,THS,BE,2015-Q3,164.2
1577,T,THS,BE,2015-Q4,184.1
1578,T,THS,BE,2016-Q1,157.2
1579,T,THS,BE,2016-Q2,157.0
1580,T,THS,BE,2016-Q3,206.1
1581,T,THS,BE,2016-Q4,218.2
1582,T,THS,BE,2017-Q1,144.0
1583,T,THS,BE,2017-Q2,157.2
1584,T,THS,BE,2017-Q3,211.0
1585,T,THS,BE,2017-Q4,209.4
1586,T,THS,BE,2018-Q1,167.1
1587,T,THS,BE,2018-Q2,153.6
1588,T,THS,BE,2018-Q3,221.2
1589,T,THS,BE,2018-Q4,209.9
1590,T,THS,BE,2019-Q1,156.4
1591,T,THS,BE,2019-Q2,158.5
1592,T,THS,BE,2019-Q3,211.6
1593,T,THS,BE,2019-Q4,213.7
1594,T,THS,BE,2020-Q1,169.5
1595,T,THS,BE,2020-Q2,106.1
1596,T,THS,BE,2020-Q3,194.8
1597,T,THS,BE,2020-Q4,200.1
