edu,geo,time,value
ED3-4,SE21,2020,5.0
ED5-8,SE21,2018,4.1
ED5-8,SE21,2019,3.8
ED5-8,SE21,2020,3.3
TOTAL,SE21,2018,5.7
TOTAL,SE21,2019,6.3
TOTAL,SE21,2020,7.7
ED0-2,SE22,2018,23.7
ED0-2,SE22,2019,22.7
ED0-2,SE22,2020,29.1
ED3-4,SE22,2018,6.8
ED3-4,SE22,2019,8.0
ED3-4,SE22,2020,8.0
ED5-8,SE22,2018,5.2
ED5-8,SE22,2019,4.7
ED5-8,SE22,2020,6.3
TOTAL,SE22,2018,8.6
TOTAL,SE22,2019,8.9
TOTAL,SE22,2020,10.5
ED0-2,SE23,2018,15.3
ED0-2,SE23,2019,18.9
ED0-2,SE23,2020,22.6
ED3-4,SE23,2018,4.1
ED3-4,SE23,2019,3.8
ED3-4,SE23,2020,5.6
ED5-8,SE23,2018,3.5
ED5-8,SE23,2019,3.8
ED5-8,SE23,2020,4.7
TOTAL,SE23,2018,5.6
TOTAL,SE23,2019,6.1
TOTAL,SE23,2020,7.6
ED0-2,SE3,2018,19.3
ED0-2,SE3,2019,21.7
ED0-2,SE3,2020,20.7
ED3-4,SE3,2018,4.3
ED3-4,SE3,2019,5.0
ED3-4,SE3,2020,6.0
ED5-8,SE3,2018,2.8
ED5-8,SE3,2019,3.2
ED5-8,SE3,2020,4.0
TOTAL,SE3,2018,5.9
TOTAL,SE3,2019,6.8
TOTAL,SE3,2020,7.3
ED0-2,SE31,2018,21.3
ED0-2,SE31,2019,21.0
ED0-2,SE31,2020,20.1
ED3-4,SE31,2018,4.2
ED3-4,SE31,2019,5.2
ED3-4,SE31,2020,6.3
ED5-8,SE31,2018,2.5
ED5-8,SE31,2019,3.1
ED5-8,SE31,2020,4.4
TOTAL,SE31,2018,6.4
TOTAL,SE31,2019,7.3
TOTAL,SE31,2020,7.9
ED0-2,SE32,2018,17.2
ED0-2,SE32,2019,28.8
ED0-2,SE32,2020,26.7
ED3-4,SE32,2018,4.4
ED3-4,SE32,2019,4.0
ED3-4,SE32,2020,5.6
ED5-8,SE32,2018,2.4
TOTAL,SE32,2018,5.5
TOTAL,SE32,2019,6.7
TOTAL,SE32,2020,7.6
ED0-2,SE33,2018,16.6
ED0-2,SE33,2019,17.3
ED0-2,SE33,2020,17.1
ED3-4,SE33,2018,4.4
ED3-4,SE33,2019,5.4
ED3-4,SE33,2020,5.7
ED5-8,SE33,2018,3.4
ED5-8,SE33,2019,3.6
ED5-8,SE33,2020,4.0
TOTAL,SE33,2018,5.4
TOTAL,SE33,2019,6.1
TOTAL,SE33,2020,6.2
ED0-2,SI,2018,8.4
ED0-2,SI,2019,9.4
ED0-2,SI,2020,10.9
ED3-4,SI,2018,5.5
ED3-4,SI,2019,4.6
ED3-4,SI,2020,5.5
ED5-8,SI,2018,3.6
ED5-8,SI,2019,3.0
ED5-8,SI,2020,3.1
TOTAL,SI,2018,5.1
TOTAL,SI,2019,4.4
TOTAL,SI,2020,5.0
ED0-2,SI0,2018,8.4
ED0-2,SI0,2019,9.4
ED0-2,SI0,2020,10.9
ED3-4,SI0,2018,5.5
ED3-4,SI0,2019,4.6
ED3-4,SI0,2020,5.5
ED5-8,SI0,2018,3.6
ED5-8,SI0,2019,3.0
ED5-8,SI0,2020,3.1
TOTAL,SI0,2018,5.1
TOTAL,SI0,2019,4.4
TOTAL,SI0,2020,5.0
ED0-2,SI03,2018,9.8
ED0-2,SI03,2019,10.1
ED0-2,SI03,2020,10.7
ED3-4,SI03,2018,5.6
ED3-4,SI03,2019,5.1
ED3-4,SI03,2020,5.9
ED5-8,SI03,2018,3.7
ED5-8,SI03,2019,2.9
ED5-8,SI03,2020,3.8
TOTAL,SI03,2018,5.4
TOTAL,SI03,2019,4.9
TOTAL,SI03,2020,5.5
ED0-2,SI04,2018,6.3
ED0-2,SI04,2019,8.4
ED0-2,SI04,2020,11.2
ED3-4,SI04,2018,5.4
ED3-4,SI04,2019,4.1
ED3-4,SI04,2020,5.1
ED5-8,SI04,2018,3.5
ED5-8,SI04,2019,3.1
ED5-8,SI04,2020,2.6
TOTAL,SI04,2018,4.7
TOTAL,SI04,2019,4.0
TOTAL,SI04,2020,4.4
ED0-2,SK,2018,29.8
ED0-2,SK,2019,30.9
ED0-2,SK,2020,30.5
ED3-4,SK,2018,5.8
ED3-4,SK,2019,4.8
ED3-4,SK,2020,6.3
ED5-8,SK,2018,3.1
ED5-8,SK,2019,2.5
ED5-8,SK,2020,3.5
TOTAL,SK,2018,6.5
TOTAL,SK,2019,5.8
TOTAL,SK,2020,6.7
ED0-2,SK0,2018,29.8
ED0-2,SK0,2019,30.9
ED0-2,SK0,2020,30.5
ED3-4,SK0,2018,5.8
ED3-4,SK0,2019,4.8
ED3-4,SK0,2020,6.3
ED5-8,SK0,2018,3.1
ED5-8,SK0,2019,2.5
ED5-8,SK0,2020,3.5
TOTAL,SK0,2018,6.5
TOTAL,SK0,2019,5.8
TOTAL,SK0,2020,6.7
ED3-4,SK01,2018,3.8
ED3-4,SK01,2019,2.3
ED3-4,SK01,2020,4.0
ED5-8,SK01,2018,1.8
ED5-8,SK01,2020,1.7
TOTAL,SK01,2018,2.9
TOTAL,SK01,2019,2.3
TOTAL,SK01,2020,3.4
ED0-2,SK02,2018,15.4
ED0-2,SK02,2019,11.6
ED0-2,SK02,2020,9.7
ED3-4,SK02,2018,4.0
ED3-4,SK02,2019,4.2
ED3-4,SK02,2020,4.8
ED5-8,SK02,2018,2.6
ED5-8,SK02,2019,1.9
ED5-8,SK02,2020,3.6
TOTAL,SK02,2018,4.3
TOTAL,SK02,2019,4.0
TOTAL,SK02,2020,4.7
ED0-2,SK03,2018,31.2
ED0-2,SK03,2019,30.3
ED0-2,SK03,2020,29.0
ED3-4,SK03,2018,6.7
ED3-4,SK03,2019,4.9
ED3-4,SK03,2020,6.2
ED5-8,SK03,2018,3.4
ED5-8,SK03,2019,3.8
ED5-8,SK03,2020,3.7
TOTAL,SK03,2018,7.5
TOTAL,SK03,2019,6.1
TOTAL,SK03,2020,6.7
ED0-2,SK04,2018,43.6
ED0-2,SK04,2019,47.1
ED0-2,SK04,2020,49.3
ED3-4,SK04,2018,8.0
ED3-4,SK04,2019,6.4
ED3-4,SK04,2020,9.2
ED5-8,SK04,2018,4.4
ED5-8,SK04,2019,3.2
ED5-8,SK04,2020,4.5
TOTAL,SK04,2018,10.1
TOTAL,SK04,2019,9.1
TOTAL,SK04,2020,10.5
ED0-2,TR,2018,9.8
ED0-2,TR,2019,13.0
ED0-2,TR,2020,12.6
ED3-4,TR,2018,12.1
ED3-4,TR,2019,15.6
ED3-4,TR,2020,15.0
ED5-8,TR,2018,12.2
ED5-8,TR,2019,13.5
ED5-8,TR,2020,12.6
TOTAL,TR,2018,10.9
TOTAL,TR,2019,13.7
TOTAL,TR,2020,13.1
ED0-2,TR1,2018,12.4
ED0-2,TR1,2019,14.5
ED0-2,TR1,2020,14.5
ED3-4,TR1,2018,12.7
ED3-4,TR1,2019,17.2
ED3-4,TR1,2020,17.7
ED5-8,TR1,2018,12.2
ED5-8,TR1,2019,13.5
ED5-8,TR1,2020,12.9
TOTAL,TR1,2018,12.4
TOTAL,TR1,2019,14.8
TOTAL,TR1,2020,14.7
ED0-2,TR10,2018,12.4
ED0-2,TR10,2019,14.5
ED0-2,TR10,2020,14.5
ED3-4,TR10,2018,12.7
ED3-4,TR10,2019,17.2
ED3-4,TR10,2020,17.7
ED5-8,TR10,2018,12.2
ED5-8,TR10,2019,13.5
ED5-8,TR10,2020,12.9
TOTAL,TR10,2018,12.4
TOTAL,TR10,2019,14.8
TOTAL,TR10,2020,14.7
ED0-2,TR2,2018,5.8
ED0-2,TR2,2019,8.6
ED0-2,TR2,2020,7.2
ED3-4,TR2,2018,8.4
ED3-4,TR2,2019,11.8
ED3-4,TR2,2020,9.7
ED5-8,TR2,2018,7.2
ED5-8,TR2,2019,10.7
ED5-8,TR2,2020,9.7
TOTAL,TR2,2018,6.7
TOTAL,TR2,2019,9.8
TOTAL,TR2,2020,8.5
ED0-2,TR21,2018,7.3
ED0-2,TR21,2019,10.3
ED0-2,TR21,2020,8.1
ED3-4,TR21,2018,8.1
ED3-4,TR21,2019,12.6
ED3-4,TR21,2020,10.2
ED5-8,TR21,2018,7.2
ED5-8,TR21,2019,11.1
ED5-8,TR21,2020,9.6
TOTAL,TR21,2018,7.5
TOTAL,TR21,2019,11.1
TOTAL,TR21,2020,9.0
ED0-2,TR22,2018,3.9
ED0-2,TR22,2019,6.4
ED0-2,TR22,2020,6.1
ED3-4,TR22,2018,8.8
ED3-4,TR22,2019,10.5
ED3-4,TR22,2020,9.1
ED5-8,TR22,2018,7.2
ED5-8,TR22,2019,10.2
ED5-8,TR22,2020,9.7
TOTAL,TR22,2018,5.7
TOTAL,TR22,2019,8.3
TOTAL,TR22,2020,7.8
ED0-2,TR3,2018,8.1
ED0-2,TR3,2019,10.9
ED0-2,TR3,2020,11.5
ED3-4,TR3,2018,11.4
ED3-4,TR3,2019,14.4
ED3-4,TR3,2020,14.0
ED5-8,TR3,2018,12.1
ED5-8,TR3,2019,13.0
ED5-8,TR3,2020,12.7
TOTAL,TR3,2018,9.7
TOTAL,TR3,2019,12.2
TOTAL,TR3,2020,12.3
ED0-2,TR31,2018,13.4
ED0-2,TR31,2019,15.8
ED0-2,TR31,2020,17.2
ED3-4,TR31,2018,14.7
ED3-4,TR31,2019,18.2
ED3-4,TR31,2020,19.0
ED5-8,TR31,2018,13.4
ED5-8,TR31,2019,14.4
ED5-8,TR31,2020,15.4
TOTAL,TR31,2018,13.7
TOTAL,TR31,2019,15.9
TOTAL,TR31,2020,17.0
ED0-2,TR32,2018,4.7
ED0-2,TR32,2019,7.5
ED0-2,TR32,2020,8.7
ED3-4,TR32,2018,9.8
ED3-4,TR32,2019,11.3
ED3-4,TR32,2020,11.2
ED5-8,TR32,2018,10.0
ED5-8,TR32,2019,11.5
ED5-8,TR32,2020,10.2
TOTAL,TR32,2018,6.9
TOTAL,TR32,2019,9.2
TOTAL,TR32,2020,9.6
ED0-2,TR33,2018,5.2
ED0-2,TR33,2019,8.5
ED0-2,TR33,2020,7.4
ED3-4,TR33,2018,7.6
ED3-4,TR33,2019,11.4
ED3-4,TR33,2020,9.1
ED5-8,TR33,2018,11.4
ED5-8,TR33,2019,11.8
ED5-8,TR33,2020,10.2
TOTAL,TR33,2018,6.8
TOTAL,TR33,2019,9.8
TOTAL,TR33,2020,8.3
ED0-2,TR4,2018,9.1
ED0-2,TR4,2019,12.7
ED0-2,TR4,2020,10.9
ED3-4,TR4,2018,9.5
ED3-4,TR4,2019,12.5
ED3-4,TR4,2020,11.2
ED5-8,TR4,2018,10.5
ED5-8,TR4,2019,11.3
ED5-8,TR4,2020,10.6
TOTAL,TR4,2018,9.5
TOTAL,TR4,2019,12.3
TOTAL,TR4,2020,10.9
ED0-2,TR41,2018,8.7
ED0-2,TR41,2019,11.6
ED0-2,TR41,2020,9.3
ED3-4,TR41,2018,8.9
ED3-4,TR41,2019,11.3
ED3-4,TR41,2020,11.1
ED5-8,TR41,2018,9.2
ED5-8,TR41,2019,10.4
ED5-8,TR41,2020,8.7
TOTAL,TR41,2018,8.9
TOTAL,TR41,2019,11.2
TOTAL,TR41,2020,9.7
ED0-2,TR42,2018,9.4
ED0-2,TR42,2019,13.7
ED0-2,TR42,2020,12.4
ED3-4,TR42,2018,10.1
ED3-4,TR42,2019,13.7
ED3-4,TR42,2020,11.4
ED5-8,TR42,2018,11.9
ED5-8,TR42,2019,12.3
ED5-8,TR42,2020,12.6
TOTAL,TR42,2018,10.1
TOTAL,TR42,2019,13.4
TOTAL,TR42,2020,12.2
ED0-2,TR5,2018,7.6
ED0-2,TR5,2019,11.9
ED0-2,TR5,2020,12.3
ED3-4,TR5,2018,9.8
ED3-4,TR5,2019,14.5
ED3-4,TR5,2020,14.2
ED5-8,TR5,2018,10.0
ED5-8,TR5,2019,11.6
ED5-8,TR5,2020,12.4
TOTAL,TR5,2018,8.8
TOTAL,TR5,2019,12.4
TOTAL,TR5,2020,12.8
ED0-2,TR51,2018,9.5
ED0-2,TR51,2019,15.3
ED0-2,TR51,2020,16.2
ED3-4,TR51,2018,10.4
ED3-4,TR51,2019,15.4
ED3-4,TR51,2020,16.0
ED5-8,TR51,2018,10.4
ED5-8,TR51,2019,12.3
ED5-8,TR51,2020,12.8
TOTAL,TR51,2018,10.1
TOTAL,TR51,2019,14.2
TOTAL,TR51,2020,14.8
ED0-2,TR52,2018,4.8
ED0-2,TR52,2019,6.9
ED0-2,TR52,2020,6.7
ED3-4,TR52,2018,7.6
ED3-4,TR52,2019,11.0
ED3-4,TR52,2020,8.2
ED5-8,TR52,2018,7.8
ED5-8,TR52,2019,8.5
ED5-8,TR52,2020,10.4
TOTAL,TR52,2018,5.8
TOTAL,TR52,2019,7.9
TOTAL,TR52,2020,7.8
ED0-2,TR6,2018,10.6
ED0-2,TR6,2019,13.0
ED0-2,TR6,2020,12.7
ED3-4,TR6,2018,14.4
ED3-4,TR6,2019,16.6
ED3-4,TR6,2020,16.0
ED5-8,TR6,2018,13.8
ED5-8,TR6,2019,14.4
ED5-8,TR6,2020,12.9
TOTAL,TR6,2018,12.1
TOTAL,TR6,2019,14.1
TOTAL,TR6,2020,13.4
ED0-2,TR61,2018,10.0
ED0-2,TR61,2019,12.3
ED0-2,TR61,2020,11.8
ED3-4,TR61,2018,13.1
ED3-4,TR61,2019,16.1
ED3-4,TR61,2020,14.6
ED5-8,TR61,2018,12.8
ED5-8,TR61,2019,12.8
ED5-8,TR61,2020,10.9
TOTAL,TR61,2018,11.4
TOTAL,TR61,2019,13.3
TOTAL,TR61,2020,12.2
ED0-2,TR62,2018,9.0
ED0-2,TR62,2019,10.1
ED0-2,TR62,2020,11.7
ED3-4,TR62,2018,14.8
ED3-4,TR62,2019,14.9
ED3-4,TR62,2020,16.7
ED5-8,TR62,2018,12.9
ED5-8,TR62,2019,13.3
ED5-8,TR62,2020,13.8
TOTAL,TR62,2018,11.2
TOTAL,TR62,2019,11.9
TOTAL,TR62,2020,13.3
ED0-2,TR63,2018,12.8
ED0-2,TR63,2019,17.2
ED0-2,TR63,2020,14.9
ED3-4,TR63,2018,15.5
ED3-4,TR63,2019,19.9
ED3-4,TR63,2020,16.9
ED5-8,TR63,2018,17.2
ED5-8,TR63,2019,18.8
ED5-8,TR63,2020,14.5
TOTAL,TR63,2018,14.1
TOTAL,TR63,2019,18.1
TOTAL,TR63,2020,15.2
ED0-2,TR7,2018,10.5
ED0-2,TR7,2019,12.2
ED0-2,TR7,2020,11.4
ED3-4,TR7,2018,13.6
ED3-4,TR7,2019,16.9
ED3-4,TR7,2020,14.4
ED5-8,TR7,2018,15.4
ED5-8,TR7,2019,14.9
ED5-8,TR7,2020,12.5
TOTAL,TR7,2018,12.1
TOTAL,TR7,2019,13.8
TOTAL,TR7,2020,12.4
ED0-2,TR71,2018,9.0
ED0-2,TR71,2019,11.0
ED0-2,TR71,2020,10.2
ED3-4,TR71,2018,12.9
ED3-4,TR71,2019,17.4
ED3-4,TR71,2020,15.5
ED5-8,TR71,2018,14.5
ED5-8,TR71,2019,15.0
ED5-8,TR71,2020,12.5
TOTAL,TR71,2018,10.8
TOTAL,TR71,2019,13.1
TOTAL,TR71,2020,11.9
ED0-2,TR72,2018,11.6
ED0-2,TR72,2019,13.2
ED0-2,TR72,2020,12.3
ED3-4,TR72,2018,14.0
ED3-4,TR72,2019,16.5
ED3-4,TR72,2020,13.7
ED5-8,TR72,2018,16.0
ED5-8,TR72,2019,14.8
ED5-8,TR72,2020,12.5
TOTAL,TR72,2018,13.0
TOTAL,TR72,2019,14.3
TOTAL,TR72,2020,12.7
ED0-2,TR8,2018,4.5
ED0-2,TR8,2019,6.4
ED0-2,TR8,2020,6.3
ED3-4,TR8,2018,10.6
ED3-4,TR8,2019,12.9
ED3-4,TR8,2020,11.1
ED5-8,TR8,2018,9.6
ED5-8,TR8,2019,10.4
ED5-8,TR8,2020,10.4
TOTAL,TR8,2018,6.5
TOTAL,TR8,2019,8.4
TOTAL,TR8,2020,8.2
ED0-2,TR81,2018,5.6
ED0-2,TR81,2019,6.1
ED0-2,TR81,2020,7.4
ED3-4,TR81,2018,10.7
ED3-4,TR81,2019,14.7
ED3-4,TR81,2020,12.8
ED5-8,TR81,2018,12.8
ED5-8,TR81,2019,12.9
ED5-8,TR81,2020,9.6
TOTAL,TR81,2018,8.1
TOTAL,TR81,2019,9.5
TOTAL,TR81,2020,9.2
ED0-2,TR82,2018,3.6
ED0-2,TR82,2019,6.2
ED0-2,TR82,2020,5.3
ED3-4,TR82,2018,8.0
ED3-4,TR82,2019,10.0
ED3-4,TR82,2020,7.5
ED5-8,TR82,2018,7.5
ED5-8,TR82,2019,9.1
ED5-8,TR82,2020,9.1
TOTAL,TR82,2018,5.1
TOTAL,TR82,2019,7.5
TOTAL,TR82,2020,6.5
ED0-2,TR83,2018,4.4
ED0-2,TR83,2019,6.5
ED0-2,TR83,2020,6.3
ED3-4,TR83,2018,11.3
ED3-4,TR83,2019,13.0
ED3-4,TR83,2020,11.5
ED5-8,TR83,2018,9.0
ED5-8,TR83,2019,9.6
ED5-8,TR83,2020,11.1
TOTAL,TR83,2018,6.4
TOTAL,TR83,2019,8.3
TOTAL,TR83,2020,8.3
ED0-2,TR9,2018,4.7
ED0-2,TR9,2019,6.7
ED0-2,TR9,2020,6.7
ED3-4,TR9,2018,7.3
ED3-4,TR9,2019,13.1
ED3-4,TR9,2020,11.2
ED5-8,TR9,2018,9.0
ED5-8,TR9,2019,15.2
ED5-8,TR9,2020,11.3
TOTAL,TR9,2018,6.1
TOTAL,TR9,2019,9.8
TOTAL,TR9,2020,8.8
ED0-2,TR90,2018,4.7
ED0-2,TR90,2019,6.7
ED0-2,TR90,2020,6.7
ED3-4,TR90,2018,7.3
ED3-4,TR90,2019,13.1
ED3-4,TR90,2020,11.2
ED5-8,TR90,2018,9.0
ED5-8,TR90,2019,15.2
ED5-8,TR90,2020,11.3
TOTAL,TR90,2018,6.1
TOTAL,TR90,2019,9.8
TOTAL,TR90,2020,8.8
ED0-2,TRA,2018,4.5
ED0-2,TRA,2019,8.9
ED0-2,TRA,2020,9.2
ED3-4,TRA,2018,8.2
ED3-4,TRA,2019,13.1
ED3-4,TRA,2020,13.3
ED5-8,TRA,2018,11.8
ED5-8,TRA,2019,12.8
ED5-8,TRA,2020,12.5
TOTAL,TRA,2018,6.3
TOTAL,TRA,2019,10.4
TOTAL,TRA,2020,10.7
ED0-2,TRA1,2018,5.3
ED0-2,TRA1,2019,9.5
ED0-2,TRA1,2020,8.3
ED3-4,TRA1,2018,9.0
ED3-4,TRA1,2019,14.7
ED3-4,TRA1,2020,12.9
ED5-8,TRA1,2018,11.3
ED5-8,TRA1,2019,11.8
ED5-8,TRA1,2020,11.2
TOTAL,TRA1,2018,7.4
TOTAL,TRA1,2019,11.2
TOTAL,TRA1,2020,10.1
ED0-2,TRA2,2018,3.9
ED0-2,TRA2,2019,8.5
ED0-2,TRA2,2020,10.0
ED3-4,TRA2,2018,6.8
ED3-4,TRA2,2019,10.3
ED3-4,TRA2,2020,14.0
ED5-8,TRA2,2018,12.7
ED5-8,TRA2,2019,15.0
ED5-8,TRA2,2020,14.6
TOTAL,TRA2,2018,5.3
TOTAL,TRA2,2019,9.5
TOTAL,TRA2,2020,11.4
ED0-2,TRB,2018,13.6
ED0-2,TRB,2019,17.4
ED0-2,TRB,2020,17.2
ED3-4,TRB,2018,16.6
ED3-4,TRB,2019,19.4
ED3-4,TRB,2020,20.2
ED5-8,TRB,2018,17.5
ED5-8,TRB,2019,18.1
ED5-8,TRB,2020,15.3
TOTAL,TRB,2018,14.8
TOTAL,TRB,2019,17.9
TOTAL,TRB,2020,17.3
ED0-2,TRB1,2018,5.4
ED0-2,TRB1,2019,8.4
ED0-2,TRB1,2020,9.2
ED3-4,TRB1,2018,10.1
ED3-4,TRB1,2019,10.3
ED3-4,TRB1,2020,13.1
ED5-8,TRB1,2018,13.1
ED5-8,TRB1,2019,12.6
ED5-8,TRB1,2020,10.5
TOTAL,TRB1,2018,8.0
TOTAL,TRB1,2019,9.8
TOTAL,TRB1,2020,10.5
ED0-2,TRB2,2018,20.3
ED0-2,TRB2,2019,24.4
ED0-2,TRB2,2020,22.5
ED3-4,TRB2,2018,25.2
ED3-4,TRB2,2019,30.5
ED3-4,TRB2,2020,29.9
ED5-8,TRB2,2018,24.6
ED5-8,TRB2,2019,26.0
ED5-8,TRB2,2020,22.1
TOTAL,TRB2,2018,21.6
TOTAL,TRB2,2019,25.7
TOTAL,TRB2,2020,23.6
ED0-2,TRC,2018,16.7
ED0-2,TRC,2019,22.4
ED0-2,TRC,2020,20.7
ED3-4,TRC,2018,20.5
ED3-4,TRC,2019,23.4
ED3-4,TRC,2020,22.6
ED5-8,TRC,2018,19.8
ED5-8,TRC,2019,20.8
ED5-8,TRC,2020,18.5
TOTAL,TRC,2018,17.8
TOTAL,TRC,2019,22.3
TOTAL,TRC,2020,20.6
ED0-2,TRC1,2018,11.0
ED0-2,TRC1,2019,15.2
ED0-2,TRC1,2020,12.3
ED3-4,TRC1,2018,12.0
ED3-4,TRC1,2019,14.5
ED3-4,TRC1,2020,14.4
ED5-8,TRC1,2018,16.8
ED5-8,TRC1,2019,15.5
ED5-8,TRC1,2020,13.5
TOTAL,TRC1,2018,12.3
TOTAL,TRC1,2019,15.1
TOTAL,TRC1,2020,12.9
ED0-2,TRC2,2018,16.6
ED0-2,TRC2,2019,23.0
ED0-2,TRC2,2020,20.4
ED3-4,TRC2,2018,24.4
ED3-4,TRC2,2019,26.3
ED3-4,TRC2,2020,22.5
ED5-8,TRC2,2018,22.1
ED5-8,TRC2,2019,21.1
ED5-8,TRC2,2020,16.1
TOTAL,TRC2,2018,18.6
TOTAL,TRC2,2019,23.2
TOTAL,TRC2,2020,20.0
ED0-2,TRC3,2018,25.6
ED0-2,TRC3,2019,31.7
ED0-2,TRC3,2020,34.1
ED3-4,TRC3,2018,26.5
ED3-4,TRC3,2019,30.2
ED3-4,TRC3,2020,34.9
ED5-8,TRC3,2018,20.6
ED5-8,TRC3,2019,28.3
ED5-8,TRC3,2020,29.9
TOTAL,TRC3,2018,24.8
TOTAL,TRC3,2019,30.8
TOTAL,TRC3,2020,33.4
ED0-2,UK,2018,6.3
ED0-2,UK,2019,6.5
ED3-4,UK,2018,4.6
ED3-4,UK,2019,4.0
ED5-8,UK,2018,2.5
ED5-8,UK,2019,2.5
TOTAL,UK,2018,4.0
TOTAL,UK,2019,3.7
ED0-2,UKC,2018,6.8
ED0-2,UKC,2019,11.0
ED3-4,UKC,2018,6.1
ED3-4,UKC,2019,5.5
ED5-8,UKC,2018,2.1
ED5-8,UKC,2019,2.8
TOTAL,UKC,2018,4.8
TOTAL,UKC,2019,5.6
ED0-2,UKC1,2018,6.7
ED0-2,UKC1,2019,12.1
ED3-4,UKC1,2018,5.1
ED3-4,UKC1,2019,5.1
ED5-8,UKC1,2019,2.6
TOTAL,UKC1,2018,4.4
TOTAL,UKC1,2019,5.6
ED0-2,UKC2,2018,7.0
ED0-2,UKC2,2019,10.2
ED3-4,UKC2,2018,6.8
ED3-4,UKC2,2019,5.8
ED5-8,UKC2,2018,2.1
ED5-8,UKC2,2019,2.9
TOTAL,UKC2,2018,5.2
TOTAL,UKC2,2019,5.6
ED0-2,UKD,2018,6.2
ED0-2,UKD,2019,6.8
ED3-4,UKD,2018,4.5
ED3-4,UKD,2019,4.6
ED5-8,UKD,2018,2.6
ED5-8,UKD,2019,2.4
TOTAL,UKD,2018,4.0
TOTAL,UKD,2019,4.1
TOTAL,UKD1,2018,1.9
TOTAL,UKD1,2019,2.0
ED0-2,UKD3,2018,6.0
ED0-2,UKD3,2019,8.6
ED3-4,UKD3,2018,4.9
ED3-4,UKD3,2019,5.9
ED5-8,UKD3,2018,2.7
ED5-8,UKD3,2019,2.7
TOTAL,UKD3,2018,4.2
TOTAL,UKD3,2019,5.1
ED0-2,UKD4,2018,7.2
ED0-2,UKD4,2019,5.6
ED3-4,UKD4,2018,5.9
ED3-4,UKD4,2019,3.3
ED5-8,UKD4,2018,2.5
ED5-8,UKD4,2019,3.2
TOTAL,UKD4,2018,4.8
TOTAL,UKD4,2019,3.7
ED0-2,UKD6,2018,7.9
ED0-2,UKD6,2019,7.1
ED3-4,UKD6,2018,3.0
ED3-4,UKD6,2019,4.0
ED5-8,UKD6,2018,2.0
TOTAL,UKD6,2018,3.2
TOTAL,UKD6,2019,3.2
ED0-2,UKD7,2018,6.0
ED0-2,UKD7,2019,5.7
ED3-4,UKD7,2018,3.8
ED3-4,UKD7,2019,4.7
ED5-8,UKD7,2018,3.3
ED5-8,UKD7,2019,1.9
TOTAL,UKD7,2018,4.0
TOTAL,UKD7,2019,3.8
ED0-2,UKE,2018,7.9
ED0-2,UKE,2019,7.9
ED3-4,UKE,2018,5.1
ED3-4,UKE,2019,4.4
ED5-8,UKE,2018,2.6
ED5-8,UKE,2019,2.7
TOTAL,UKE,2018,4.7
TOTAL,UKE,2019,4.4
ED0-2,UKE1,2018,10.9
ED0-2,UKE1,2019,5.6
ED3-4,UKE1,2018,5.2
ED3-4,UKE1,2019,5.5
TOTAL,UKE1,2018,5.6
TOTAL,UKE1,2019,4.6
ED0-2,UKE2,2019,6.2
ED3-4,UKE2,2018,3.2
ED3-4,UKE2,2019,2.4
ED5-8,UKE2,2018,2.8
TOTAL,UKE2,2018,3.2
TOTAL,UKE2,2019,2.7
ED0-2,UKE3,2018,9.4
ED0-2,UKE3,2019,10.2
ED3-4,UKE3,2018,5.6
ED3-4,UKE3,2019,5.4
ED5-8,UKE3,2018,2.3
ED5-8,UKE3,2019,2.8
TOTAL,UKE3,2018,5.0
TOTAL,UKE3,2019,5.1
ED0-2,UKE4,2018,6.8
ED0-2,UKE4,2019,8.4
ED3-4,UKE4,2018,5.4
ED3-4,UKE4,2019,4.0
ED5-8,UKE4,2018,2.8
ED5-8,UKE4,2019,3.3
TOTAL,UKE4,2018,4.7
TOTAL,UKE4,2019,4.6
ED0-2,UKF,2018,6.6
ED0-2,UKF,2019,6.7
ED3-4,UKF,2018,4.6
ED3-4,UKF,2019,4.1
ED5-8,UKF,2018,2.7
ED5-8,UKF,2019,2.5
TOTAL,UKF,2018,4.3
TOTAL,UKF,2019,4.0
ED0-2,UKF1,2018,7.5
ED0-2,UKF1,2019,6.5
ED3-4,UKF1,2018,4.9
ED3-4,UKF1,2019,4.1
ED5-8,UKF1,2018,2.3
ED5-8,UKF1,2019,2.6
TOTAL,UKF1,2018,4.4
TOTAL,UKF1,2019,3.9
ED0-2,UKF2,2018,6.5
ED0-2,UKF2,2019,6.6
ED3-4,UKF2,2018,4.2
ED3-4,UKF2,2019,4.7
ED5-8,UKF2,2018,3.0
ED5-8,UKF2,2019,2.4
TOTAL,UKF2,2018,4.2
TOTAL,UKF2,2019,4.2
ED0-2,UKF3,2019,7.6
ED3-4,UKF3,2018,4.8
ED3-4,UKF3,2019,3.0
ED5-8,UKF3,2018,3.2
TOTAL,UKF3,2018,4.2
TOTAL,UKF3,2019,3.6
ED0-2,UKG,2018,7.2
ED0-2,UKG,2019,7.7
ED3-4,UKG,2018,5.5
ED3-4,UKG,2019,4.3
ED5-8,UKG,2018,2.8
ED5-8,UKG,2019,3.1
TOTAL,UKG,2018,4.9
TOTAL,UKG,2019,4.5
ED0-2,UKG1,2019,5.1
ED3-4,UKG1,2018,3.1
ED3-4,UKG1,2019,2.5
ED5-8,UKG1,2018,2.7
ED5-8,UKG1,2019,2.4
TOTAL,UKG1,2018,3.0
TOTAL,UKG1,2019,2.9
