,sex,unit,geo,TIME_PERIOD,OBS_VALUE
7463,M,THS,EA19,2012-Q4,2345.8
7464,M,THS,EA19,2013-Q1,2294.6
7465,M,THS,EA19,2013-Q2,1564.7
7466,M,THS,EA19,2013-Q3,2077.5
7467,M,THS,EA19,2013-Q4,2242.9
7468,M,THS,EA19,2014-Q1,2128.1
7469,M,THS,EA19,2014-Q2,1497.7
7470,M,THS,EA19,2014-Q3,2037.4
7471,M,THS,EA19,2014-Q4,2266.8
7472,M,THS,EA19,2015-Q1,2091.2
7473,M,THS,EA19,2015-Q2,1576.5
7474,M,THS,EA19,2015-Q3,1980.2
7475,M,THS,EA19,2015-Q4,2240.7
7476,M,THS,EA19,2016-Q1,2029.4
7477,M,THS,EA19,2016-Q2,1540.9
7478,M,THS,EA19,2016-Q3,2003.2
7479,M,THS,EA19,2016-Q4,2160.0
7480,M,THS,EA19,2017-Q1,1986.0
7481,M,THS,EA19,2017-Q2,1439.9
7482,M,THS,EA19,2017-Q3,2064.4
7483,M,THS,EA19,2017-Q4,2179.4
7484,M,THS,EA19,2018-Q1,1898.4
7485,M,THS,EA19,2018-Q2,1448.9
7486,M,THS,EA19,2018-Q3,1975.1
7487,M,THS,EA19,2018-Q4,2150.5
7488,M,THS,EA19,2019-Q1,1977.9
7489,M,THS,EA19,2019-Q2,1527.5
7490,M,THS,EA19,2019-Q3,2011.3
7491,M,THS,EA19,2019-Q4,2216.1
7492,M,THS,EA19,2020-Q1,2240.0
7493,M,THS,EA19,2020-Q2,2409.7
7494,M,THS,EA19,2020-Q3,1715.5
7495,M,THS,EA19,2020-Q4,2073.8
7496,M,THS,EA19,2021-Q1,2290.2
7497,M,THS,EA19,2021-Q2,1521.4
7698,T,PC_EMP,EA19,2009-Q1,3.2
7699,T,PC_EMP,EA19,2009-Q2,2.4
7700,T,PC_EMP,EA19,2009-Q3,3.0
7701,T,PC_EMP,EA19,2009-Q4,3.1
7702,T,PC_EMP,EA19,2010-Q1,2.8
7703,T,PC_EMP,EA19,2010-Q2,2.1
7704,T,PC_EMP,EA19,2010-Q3,2.9
7705,T,PC_EMP,EA19,2010-Q4,2.9
7706,T,PC_EMP,EA19,2011-Q1,2.7
7707,T,PC_EMP,EA19,2011-Q2,2.1
7708,T,PC_EMP,EA19,2011-Q3,2.9
7709,T,PC_EMP,EA19,2011-Q4,2.9
7710,T,PC_EMP,EA19,2012-Q1,2.9
7711,T,PC_EMP,EA19,2012-Q2,2.2
7712,T,PC_EMP,EA19,2012-Q3,3.0
7713,T,PC_EMP,EA19,2012-Q4,3.2
7714,T,PC_EMP,EA19,2013-Q1,3.0
7715,T,PC_EMP,EA19,2013-Q2,2.1
7716,T,PC_EMP,EA19,2013-Q3,3.0
7717,T,PC_EMP,EA19,2013-Q4,3.0
7718,T,PC_EMP,EA19,2014-Q1,2.8
7719,T,PC_EMP,EA19,2014-Q2,2.0
7720,T,PC_EMP,EA19,2014-Q3,2.9
7721,T,PC_EMP,EA19,2014-Q4,3.0
7722,T,PC_EMP,EA19,2015-Q1,2.7
7723,T,PC_EMP,EA19,2015-Q2,2.1
7724,T,PC_EMP,EA19,2015-Q3,2.8
7725,T,PC_EMP,EA19,2015-Q4,3.0
7726,T,PC_EMP,EA19,2016-Q1,2.6
7727,T,PC_EMP,EA19,2016-Q2,2.1
7728,T,PC_EMP,EA19,2016-Q3,2.8
7729,T,PC_EMP,EA19,2016-Q4,2.8
7730,T,PC_EMP,EA19,2017-Q1,2.5
7731,T,PC_EMP,EA19,2017-Q2,1.9
7732,T,PC_EMP,EA19,2017-Q3,2.8
7733,T,PC_EMP,EA19,2017-Q4,2.8
7734,T,PC_EMP,EA19,2018-Q1,2.4
7735,T,PC_EMP,EA19,2018-Q2,1.9
7736,T,PC_EMP,EA19,2018-Q3,2.8
7737,T,PC_EMP,EA19,2018-Q4,2.8
7738,T,PC_EMP,EA19,2019-Q1,2.5
7739,T,PC_EMP,EA19,2019-Q2,1.9
7740,T,PC_EMP,EA19,2019-Q3,2.8
7741,T,PC_EMP,EA19,2019-Q4,2.8
7742,T,PC_EMP,EA19,2020-Q1,2.9
7743,T,PC_EMP,EA19,2020-Q2,3.2
7744,T,PC_EMP,EA19,2020-Q3,2.4
7745,T,PC_EMP,EA19,2020-Q4,2.7
7746,T,PC_EMP,EA19,2021-Q1,3.0
7747,T,PC_EMP,EA19,2021-Q2,2.0
7748,T,THS,EA19,2009-Q1,4621.4
7749,T,THS,EA19,2009-Q2,3460.7
7750,T,THS,EA19,2009-Q3,4288.9
7751,T,THS,EA19,2009-Q4,4413.4
7752,T,THS,EA19,2010-Q1,3990.5
7753,T,THS,EA19,2010-Q2,3041.4
7754,T,THS,EA19,2010-Q3,4093.7
7755,T,THS,EA19,2010-Q4,4203.4
7756,T,THS,EA19,2011-Q1,3868.7
7757,T,THS,EA19,2011-Q2,3028.9
7758,T,THS,EA19,2011-Q3,4177.3
7759,T,THS,EA19,2011-Q4,4173.6
7760,T,THS,EA19,2012-Q1,4035.5
7761,T,THS,EA19,2012-Q2,3103.5
7762,T,THS,EA19,2012-Q3,4276.9
7763,T,THS,EA19,2012-Q4,4469.7
7764,T,THS,EA19,2013-Q1,4168.7
7765,T,THS,EA19,2013-Q2,2999.1
7766,T,THS,EA19,2013-Q3,4202.4
7767,T,THS,EA19,2013-Q4,4291.3
7768,T,THS,EA19,2014-Q1,3856.6
7769,T,THS,EA19,2014-Q2,2849.8
7770,T,THS,EA19,2014-Q3,4156.7
7771,T,THS,EA19,2014-Q4,4243.4
7772,T,THS,EA19,2015-Q1,3789.3
7773,T,THS,EA19,2015-Q2,2966.8
7774,T,THS,EA19,2015-Q3,4062.5
7775,T,THS,EA19,2015-Q4,4301.5
7776,T,THS,EA19,2016-Q1,3804.7
7777,T,THS,EA19,2016-Q2,2997.2
7778,T,THS,EA19,2016-Q3,4080.4
7779,T,THS,EA19,2016-Q4,4120.0
7780,T,THS,EA19,2017-Q1,3677.3
7781,T,THS,EA19,2017-Q2,2861.4
7782,T,THS,EA19,2017-Q3,4227.8
7783,T,THS,EA19,2017-Q4,4182.7
7784,T,THS,EA19,2018-Q1,3619.5
7785,T,THS,EA19,2018-Q2,2887.6
7786,T,THS,EA19,2018-Q3,4172.6
7787,T,THS,EA19,2018-Q4,4219.0
7788,T,THS,EA19,2019-Q1,3794.0
7789,T,THS,EA19,2019-Q2,2944.3
7790,T,THS,EA19,2019-Q3,4242.6
7791,T,THS,EA19,2019-Q4,4289.0
7792,T,THS,EA19,2020-Q1,4344.4
7793,T,THS,EA19,2020-Q2,4720.9
7794,T,THS,EA19,2020-Q3,3572.5
7795,T,THS,EA19,2020-Q4,4040.2
7796,T,THS,EA19,2021-Q1,4420.7
7797,T,THS,EA19,2021-Q2,2994.9
7998,F,PC_EMP,EE,2009-Q1,3.8
7999,F,PC_EMP,EE,2009-Q2,4.0
8000,F,PC_EMP,EE,2009-Q3,3.7
8001,F,PC_EMP,EE,2009-Q4,3.3
8002,F,PC_EMP,EE,2010-Q1,3.7
8003,F,PC_EMP,EE,2010-Q2,2.2
8004,F,PC_EMP,EE,2010-Q3,4.2
8005,F,PC_EMP,EE,2010-Q4,2.3
8006,F,PC_EMP,EE,2011-Q1,3.0
8007,F,PC_EMP,EE,2011-Q2,2.5
8008,F,PC_EMP,EE,2011-Q3,3.0
8009,F,PC_EMP,EE,2011-Q4,2.3
8010,F,PC_EMP,EE,2012-Q1,2.0
8011,F,PC_EMP,EE,2012-Q2,1.9
8012,F,PC_EMP,EE,2012-Q3,2.7
8013,F,PC_EMP,EE,2012-Q4,2.0
8014,F,PC_EMP,EE,2013-Q1,1.8
8015,F,PC_EMP,EE,2013-Q2,1.9
8016,F,PC_EMP,EE,2013-Q3,3.3
8017,F,PC_EMP,EE,2013-Q4,2.2
8018,F,PC_EMP,EE,2014-Q1,1.9
8019,F,PC_EMP,EE,2014-Q2,1.8
8020,F,PC_EMP,EE,2014-Q3,3.0
8021,F,PC_EMP,EE,2014-Q4,2.5
8022,F,PC_EMP,EE,2015-Q1,1.7
8023,F,PC_EMP,EE,2015-Q2,2.2
8024,F,PC_EMP,EE,2015-Q3,2.6
8025,F,PC_EMP,EE,2015-Q4,2.6
8026,F,PC_EMP,EE,2016-Q1,2.6
8027,F,PC_EMP,EE,2016-Q2,1.9
8028,F,PC_EMP,EE,2016-Q3,2.4
8029,F,PC_EMP,EE,2016-Q4,2.8
8030,F,PC_EMP,EE,2017-Q1,2.0
8031,F,PC_EMP,EE,2017-Q2,2.3
8032,F,PC_EMP,EE,2017-Q3,3.1
8033,F,PC_EMP,EE,2017-Q4,2.6
8034,F,PC_EMP,EE,2018-Q1,2.5
8035,F,PC_EMP,EE,2018-Q2,2.2
8036,F,PC_EMP,EE,2018-Q3,2.9
8037,F,PC_EMP,EE,2018-Q4,3.0
8038,F,PC_EMP,EE,2019-Q1,2.5
8039,F,PC_EMP,EE,2019-Q2,2.8
8040,F,PC_EMP,EE,2019-Q3,4.5
8041,F,PC_EMP,EE,2019-Q4,2.8
8042,F,PC_EMP,EE,2020-Q1,2.2
8043,F,PC_EMP,EE,2020-Q2,4.4
8044,F,PC_EMP,EE,2020-Q3,2.4
8045,F,PC_EMP,EE,2020-Q4,2.6
8046,F,PC_EMP,EE,2021-Q1,2.6
8047,F,PC_EMP,EE,2021-Q2,2.4
8048,F,PC_EMP,EE,2021-Q3,3.1
8049,F,THS,EE,2009-Q1,11.7
8050,F,THS,EE,2009-Q2,12.0
8051,F,THS,EE,2009-Q3,11.2
8052,F,THS,EE,2009-Q4,9.8
8053,F,THS,EE,2010-Q1,10.9
8054,F,THS,EE,2010-Q2,6.6
8055,F,THS,EE,2010-Q3,11.9
8056,F,THS,EE,2010-Q4,6.8
8057,F,THS,EE,2011-Q1,8.8
8058,F,THS,EE,2011-Q2,7.6
8059,F,THS,EE,2011-Q3,9.4
8060,F,THS,EE,2011-Q4,7.0
8061,F,THS,EE,2012-Q1,6.2
8062,F,THS,EE,2012-Q2,6.0
8063,F,THS,EE,2012-Q3,8.2
8064,F,THS,EE,2012-Q4,5.9
8065,F,THS,EE,2013-Q1,5.3
8066,F,THS,EE,2013-Q2,6.0
8067,F,THS,EE,2013-Q3,10.1
8068,F,THS,EE,2013-Q4,6.7
8069,F,THS,EE,2014-Q1,5.7
8070,F,THS,EE,2014-Q2,5.5
8071,F,THS,EE,2014-Q3,9.2
8072,F,THS,EE,2014-Q4,7.7
8073,F,THS,EE,2015-Q1,5.3
8074,F,THS,EE,2015-Q2,6.9
8075,F,THS,EE,2015-Q3,8.3
8076,F,THS,EE,2015-Q4,8.2
8077,F,THS,EE,2016-Q1,8.2
8078,F,THS,EE,2016-Q2,6.3
8079,F,THS,EE,2016-Q3,7.6
8080,F,THS,EE,2016-Q4,8.7
8081,F,THS,EE,2017-Q1,6.2
8082,F,THS,EE,2017-Q2,7.5
8083,F,THS,EE,2017-Q3,10.0
8084,F,THS,EE,2017-Q4,8.6
8085,F,THS,EE,2018-Q1,8.1
8086,F,THS,EE,2018-Q2,7.1
8087,F,THS,EE,2018-Q3,9.5
8088,F,THS,EE,2018-Q4,9.7
8089,F,THS,EE,2019-Q1,7.9
8090,F,THS,EE,2019-Q2,9.0
8091,F,THS,EE,2019-Q3,14.8
8092,F,THS,EE,2019-Q4,9.3
8093,F,THS,EE,2020-Q1,7.3
8094,F,THS,EE,2020-Q2,13.6
8095,F,THS,EE,2020-Q3,7.6
8096,F,THS,EE,2020-Q4,8.3
8097,F,THS,EE,2021-Q1,8.2
8098,F,THS,EE,2021-Q2,7.5
8099,F,THS,EE,2021-Q3,10.1
8304,M,PC_EMP,EE,2009-Q1,4.6
8305,M,PC_EMP,EE,2009-Q2,4.2
8306,M,PC_EMP,EE,2009-Q3,4.3
8307,M,PC_EMP,EE,2009-Q4,4.4
8308,M,PC_EMP,EE,2010-Q1,3.5
8309,M,PC_EMP,EE,2010-Q2,
8310,M,PC_EMP,EE,2010-Q3,
8311,M,PC_EMP,EE,2010-Q4,2.7
8312,M,PC_EMP,EE,2011-Q1,2.6
8313,M,PC_EMP,EE,2011-Q2,1.9
8314,M,PC_EMP,EE,2011-Q3,
8315,M,PC_EMP,EE,2011-Q4,2.2
8316,M,PC_EMP,EE,2012-Q1,1.7
8317,M,PC_EMP,EE,2012-Q2,2.1
8318,M,PC_EMP,EE,2012-Q3,1.4
8319,M,PC_EMP,EE,2012-Q4,3.2
8320,M,PC_EMP,EE,2013-Q1,2.4
8321,M,PC_EMP,EE,2013-Q2,1.4
8322,M,PC_EMP,EE,2013-Q3,1.7
8323,M,PC_EMP,EE,2013-Q4,2.7
8324,M,PC_EMP,EE,2014-Q1,1.9
8325,M,PC_EMP,EE,2014-Q2,
8326,M,PC_EMP,EE,2014-Q3,2.3
8327,M,PC_EMP,EE,2014-Q4,1.8
8328,M,PC_EMP,EE,2015-Q1,2.0
8329,M,PC_EMP,EE,2015-Q2,
8330,M,PC_EMP,EE,2015-Q3,1.7
8331,M,PC_EMP,EE,2015-Q4,2.1
8332,M,PC_EMP,EE,2016-Q1,1.8
8333,M,PC_EMP,EE,2016-Q2,2.5
8334,M,PC_EMP,EE,2016-Q3,2.0
8335,M,PC_EMP,EE,2016-Q4,2.5
8336,M,PC_EMP,EE,2017-Q1,1.9
8337,M,PC_EMP,EE,2017-Q2,2.6
8338,M,PC_EMP,EE,2017-Q3,2.2
8339,M,PC_EMP,EE,2017-Q4,2.8
8340,M,PC_EMP,EE,2018-Q1,2.6
8341,M,PC_EMP,EE,2018-Q2,1.7
8342,M,PC_EMP,EE,2018-Q3,2.7
8343,M,PC_EMP,EE,2018-Q4,1.6
8344,M,PC_EMP,EE,2019-Q1,2.3
8345,M,PC_EMP,EE,2019-Q2,2.1
8346,M,PC_EMP,EE,2019-Q3,1.8
8347,M,PC_EMP,EE,2019-Q4,2.0
8348,M,PC_EMP,EE,2020-Q1,2.3
8349,M,PC_EMP,EE,2020-Q2,3.5
8350,M,PC_EMP,EE,2020-Q3,1.8
8351,M,PC_EMP,EE,2020-Q4,2.7
8352,M,PC_EMP,EE,2021-Q1,2.6
8353,M,PC_EMP,EE,2021-Q2,2.8
8354,M,PC_EMP,EE,2021-Q3,2.8
8355,M,THS,EE,2009-Q1,13.8
8356,M,THS,EE,2009-Q2,12.1
8357,M,THS,EE,2009-Q3,12.8
8358,M,THS,EE,2009-Q4,12.4
8359,M,THS,EE,2010-Q1,9.0
8360,M,THS,EE,2010-Q2,
8361,M,THS,EE,2010-Q3,
8362,M,THS,EE,2010-Q4,8.1
8363,M,THS,EE,2011-Q1,7.5
8364,M,THS,EE,2011-Q2,5.5
8365,M,THS,EE,2011-Q3,
8366,M,THS,EE,2011-Q4,6.6
8367,M,THS,EE,2012-Q1,5.2
8368,M,THS,EE,2012-Q2,6.4
8369,M,THS,EE,2012-Q3,4.5
8370,M,THS,EE,2012-Q4,10.1
8371,M,THS,EE,2013-Q1,7.5
8372,M,THS,EE,2013-Q2,4.6
8373,M,THS,EE,2013-Q3,5.4
8374,M,THS,EE,2013-Q4,8.4
8375,M,THS,EE,2014-Q1,5.9
8376,M,THS,EE,2014-Q2,
8377,M,THS,EE,2014-Q3,7.3
8378,M,THS,EE,2014-Q4,5.8
8379,M,THS,EE,2015-Q1,6.4
8380,M,THS,EE,2015-Q2,
8381,M,THS,EE,2015-Q3,5.7
8382,M,THS,EE,2015-Q4,7.0
8383,M,THS,EE,2016-Q1,5.9
8384,M,THS,EE,2016-Q2,8.2
8385,M,THS,EE,2016-Q3,6.9
8386,M,THS,EE,2016-Q4,8.3
8387,M,THS,EE,2017-Q1,6.4
8388,M,THS,EE,2017-Q2,8.7
8389,M,THS,EE,2017-Q3,7.6
8390,M,THS,EE,2017-Q4,9.5
8391,M,THS,EE,2018-Q1,8.7
8392,M,THS,EE,2018-Q2,5.9
8393,M,THS,EE,2018-Q3,9.2
8394,M,THS,EE,2018-Q4,5.6
8395,M,THS,EE,2019-Q1,7.9
8396,M,THS,EE,2019-Q2,7.2
8397,M,THS,EE,2019-Q3,6.3
8398,M,THS,EE,2019-Q4,6.8
8399,M,THS,EE,2020-Q1,7.8
8400,M,THS,EE,2020-Q2,11.7
8401,M,THS,EE,2020-Q3,6.2
8402,M,THS,EE,2020-Q4,9.2
8403,M,THS,EE,2021-Q1,8.4
8404,M,THS,EE,2021-Q2,9.3
8405,M,THS,EE,2021-Q3,9.4
8610,T,PC_EMP,EE,2009-Q1,4.2
8611,T,PC_EMP,EE,2009-Q2,4.1
8612,T,PC_EMP,EE,2009-Q3,4.0
8613,T,PC_EMP,EE,2009-Q4,3.8
8614,T,PC_EMP,EE,2010-Q1,3.6
8615,T,PC_EMP,EE,2010-Q2,2.1
8616,T,PC_EMP,EE,2010-Q3,2.9
8617,T,PC_EMP,EE,2010-Q4,2.5
8618,T,PC_EMP,EE,2011-Q1,2.8
8619,T,PC_EMP,EE,2011-Q2,2.2
8620,T,PC_EMP,EE,2011-Q3,2.1
8621,T,PC_EMP,EE,2011-Q4,2.2
8622,T,PC_EMP,EE,2012-Q1,1.9
8623,T,PC_EMP,EE,2012-Q2,2.0
8624,T,PC_EMP,EE,2012-Q3,2.0
8625,T,PC_EMP,EE,2012-Q4,2.6
8626,T,PC_EMP,EE,2013-Q1,2.1
8627,T,PC_EMP,EE,2013-Q2,1.7
8628,T,PC_EMP,EE,2013-Q3,2.5
8629,T,PC_EMP,EE,2013-Q4,2.5
8630,T,PC_EMP,EE,2014-Q1,1.9
8631,T,PC_EMP,EE,2014-Q2,1.5
8632,T,PC_EMP,EE,2014-Q3,2.6
8633,T,PC_EMP,EE,2014-Q4,2.1
8634,T,PC_EMP,EE,2015-Q1,1.9
8635,T,PC_EMP,EE,2015-Q2,1.5
8636,T,PC_EMP,EE,2015-Q3,2.1
8637,T,PC_EMP,EE,2015-Q4,2.4
8638,T,PC_EMP,EE,2016-Q1,2.2
8639,T,PC_EMP,EE,2016-Q2,2.2
8640,T,PC_EMP,EE,2016-Q3,2.2
8641,T,PC_EMP,EE,2016-Q4,2.7
8642,T,PC_EMP,EE,2017-Q1,2.0
8643,T,PC_EMP,EE,2017-Q2,2.5
8644,T,PC_EMP,EE,2017-Q3,2.6
8645,T,PC_EMP,EE,2017-Q4,2.7
8646,T,PC_EMP,EE,2018-Q1,2.6
8647,T,PC_EMP,EE,2018-Q2,2.0
8648,T,PC_EMP,EE,2018-Q3,2.8
8649,T,PC_EMP,EE,2018-Q4,2.3
8650,T,PC_EMP,EE,2019-Q1,2.4
8651,T,PC_EMP,EE,2019-Q2,2.4
8652,T,PC_EMP,EE,2019-Q3,3.1
8653,T,PC_EMP,EE,2019-Q4,2.4
8654,T,PC_EMP,EE,2020-Q1,2.2
8655,T,PC_EMP,EE,2020-Q2,3.9
8656,T,PC_EMP,EE,2020-Q3,2.1
8657,T,PC_EMP,EE,2020-Q4,2.7
8658,T,PC_EMP,EE,2021-Q1,2.6
8659,T,PC_EMP,EE,2021-Q2,2.6
8660,T,PC_EMP,EE,2021-Q3,3.0
8661,T,THS,EE,2009-Q1,25.5
8662,T,THS,EE,2009-Q2,24.0
8663,T,THS,EE,2009-Q3,24.0
8664,T,THS,EE,2009-Q4,22.2
8665,T,THS,EE,2010-Q1,19.9
8666,T,THS,EE,2010-Q2,11.6
8667,T,THS,EE,2010-Q3,16.8
8668,T,THS,EE,2010-Q4,14.9
8669,T,THS,EE,2011-Q1,16.4
8670,T,THS,EE,2011-Q2,13.1
8671,T,THS,EE,2011-Q3,13.1
8672,T,THS,EE,2011-Q4,13.7
8673,T,THS,EE,2012-Q1,11.4
8674,T,THS,EE,2012-Q2,12.4
8675,T,THS,EE,2012-Q3,12.7
8676,T,THS,EE,2012-Q4,16.0
8677,T,THS,EE,2013-Q1,12.8
8678,T,THS,EE,2013-Q2,10.6
8679,T,THS,EE,2013-Q3,15.5
8680,T,THS,EE,2013-Q4,15.1
8681,T,THS,EE,2014-Q1,11.5
8682,T,THS,EE,2014-Q2,9.2
8683,T,THS,EE,2014-Q3,16.5
8684,T,THS,EE,2014-Q4,13.5
8685,T,THS,EE,2015-Q1,11.6
8686,T,THS,EE,2015-Q2,9.9
8687,T,THS,EE,2015-Q3,14.0
8688,T,THS,EE,2015-Q4,15.2
8689,T,THS,EE,2016-Q1,14.0
8690,T,THS,EE,2016-Q2,14.5
8691,T,THS,EE,2016-Q3,14.5
8692,T,THS,EE,2016-Q4,17.0
8693,T,THS,EE,2017-Q1,12.6
8694,T,THS,EE,2017-Q2,16.2
8695,T,THS,EE,2017-Q3,17.5
8696,T,THS,EE,2017-Q4,18.1
8697,T,THS,EE,2018-Q1,16.8
8698,T,THS,EE,2018-Q2,13.0
8699,T,THS,EE,2018-Q3,18.8
8700,T,THS,EE,2018-Q4,15.4
8701,T,THS,EE,2019-Q1,15.8
8702,T,THS,EE,2019-Q2,16.2
8703,T,THS,EE,2019-Q3,21.1
8704,T,THS,EE,2019-Q4,16.1
8705,T,THS,EE,2020-Q1,15.1
8706,T,THS,EE,2020-Q2,25.3
8707,T,THS,EE,2020-Q3,13.9
8708,T,THS,EE,2020-Q4,17.5
8709,T,THS,EE,2021-Q1,16.5
8710,T,THS,EE,2021-Q2,16.8
8711,T,THS,EE,2021-Q3,19.6
8916,F,PC_EMP,EL,2009-Q1,1.6
8917,F,PC_EMP,EL,2009-Q2,1.1
8918,F,PC_EMP,EL,2009-Q3,2.0
8919,F,PC_EMP,EL,2009-Q4,2.9
8920,F,PC_EMP,EL,2010-Q1,1.0
8921,F,PC_EMP,EL,2010-Q2,1.1
8922,F,PC_EMP,EL,2010-Q3,2.0
8923,F,PC_EMP,EL,2010-Q4,3.2
8924,F,PC_EMP,EL,2011-Q1,1.5
8925,F,PC_EMP,EL,2011-Q2,1.1
8926,F,PC_EMP,EL,2011-Q3,2.1
8927,F,PC_EMP,EL,2011-Q4,3.2
8928,F,PC_EMP,EL,2012-Q1,1.4
8929,F,PC_EMP,EL,2012-Q2,1.3
8930,F,PC_EMP,EL,2012-Q3,2.1
8931,F,PC_EMP,EL,2012-Q4,3.5
8932,F,PC_EMP,EL,2013-Q1,1.8
8933,F,PC_EMP,EL,2013-Q2,1.7
8934,F,PC_EMP,EL,2013-Q3,2.0
8935,F,PC_EMP,EL,2013-Q4,3.4
8936,F,PC_EMP,EL,2014-Q1,1.0
8937,F,PC_EMP,EL,2014-Q2,1.4
8938,F,PC_EMP,EL,2014-Q3,2.4
8939,F,PC_EMP,EL,2014-Q4,3.1
8940,F,PC_EMP,EL,2015-Q1,1.6
8941,F,PC_EMP,EL,2015-Q2,1.2
8942,F,PC_EMP,EL,2015-Q3,1.8
8943,F,PC_EMP,EL,2015-Q4,3.5
8944,F,PC_EMP,EL,2016-Q1,1.5
8945,F,PC_EMP,EL,2016-Q2,1.2
8946,F,PC_EMP,EL,2016-Q3,2.2
8947,F,PC_EMP,EL,2016-Q4,4.5
8948,F,PC_EMP,EL,2017-Q1,1.2
8949,F,PC_EMP,EL,2017-Q2,0.8
8950,F,PC_EMP,EL,2017-Q3,1.9
8951,F,PC_EMP,EL,2017-Q4,4.9
8952,F,PC_EMP,EL,2018-Q1,1.3
8953,F,PC_EMP,EL,2018-Q2,1.3
8954,F,PC_EMP,EL,2018-Q3,2.2
8955,F,PC_EMP,EL,2018-Q4,4.4
8956,F,PC_EMP,EL,2019-Q1,1.6
8957,F,PC_EMP,EL,2019-Q2,1.0
8958,F,PC_EMP,EL,2019-Q3,2.3
8959,F,PC_EMP,EL,2019-Q4,4.3
8960,F,PC_EMP,EL,2020-Q1,1.7
8961,F,PC_EMP,EL,2020-Q2,1.4
8962,F,PC_EMP,EL,2020-Q3,3.2
8963,F,PC_EMP,EL,2020-Q4,4.3
8964,F,PC_EMP,EL,2021-Q1,3.8
8965,F,PC_EMP,EL,2021-Q2,0.9
8966,F,THS,EL,2009-Q1,28.6
8967,F,THS,EL,2009-Q2,19.7
8968,F,THS,EL,2009-Q3,36.6
8969,F,THS,EL,2009-Q4,51.9
8970,F,THS,EL,2010-Q1,18.0
8971,F,THS,EL,2010-Q2,19.9
8972,F,THS,EL,2010-Q3,36.3
8973,F,THS,EL,2010-Q4,56.6
8974,F,THS,EL,2011-Q1,24.8
8975,F,THS,EL,2011-Q2,17.9
8976,F,THS,EL,2011-Q3,35.3
8977,F,THS,EL,2011-Q4,50.5
8978,F,THS,EL,2012-Q1,21.8
8979,F,THS,EL,2012-Q2,20.8
8980,F,THS,EL,2012-Q3,32.2
8981,F,THS,EL,2012-Q4,51.5
8982,F,THS,EL,2013-Q1,25.9
8983,F,THS,EL,2013-Q2,25.2
8984,F,THS,EL,2013-Q3,28.6
8985,F,THS,EL,2013-Q4,48.6
8986,F,THS,EL,2014-Q1,15.1
8987,F,THS,EL,2014-Q2,20.3
8988,F,THS,EL,2014-Q3,35.7
8989,F,THS,EL,2014-Q4,46.1
8990,F,THS,EL,2015-Q1,24.0
8991,F,THS,EL,2015-Q2,18.3
8992,F,THS,EL,2015-Q3,28.2
8993,F,THS,EL,2015-Q4,54.1
8994,F,THS,EL,2016-Q1,22.2
8995,F,THS,EL,2016-Q2,18.0
8996,F,THS,EL,2016-Q3,34.3
8997,F,THS,EL,2016-Q4,68.6
8998,F,THS,EL,2017-Q1,19.0
8999,F,THS,EL,2017-Q2,13.0
9000,F,THS,EL,2017-Q3,30.9
9001,F,THS,EL,2017-Q4,76.1
9002,F,THS,EL,2018-Q1,20.6
9003,F,THS,EL,2018-Q2,20.9
9004,F,THS,EL,2018-Q3,36.0
9005,F,THS,EL,2018-Q4,68.9
9006,F,THS,EL,2019-Q1,25.8
9007,F,THS,EL,2019-Q2,16.7
9008,F,THS,EL,2019-Q3,37.8
9009,F,THS,EL,2019-Q4,70.1
9010,F,THS,EL,2020-Q1,28.5
9011,F,THS,EL,2020-Q2,22.1
9012,F,THS,EL,2020-Q3,52.9
9013,F,THS,EL,2020-Q4,69.9
9014,F,THS,EL,2021-Q1,56.8
9015,F,THS,EL,2021-Q2,15.4
9216,M,PC_EMP,EL,2009-Q1,1.3
9217,M,PC_EMP,EL,2009-Q2,0.8
9218,M,PC_EMP,EL,2009-Q3,0.9
9219,M,PC_EMP,EL,2009-Q4,1.9
9220,M,PC_EMP,EL,2010-Q1,1.2
9221,M,PC_EMP,EL,2010-Q2,1.2
9222,M,PC_EMP,EL,2010-Q3,1.2
9223,M,PC_EMP,EL,2010-Q4,2.2
9224,M,PC_EMP,EL,2011-Q1,1.5
9225,M,PC_EMP,EL,2011-Q2,0.8
9226,M,PC_EMP,EL,2011-Q3,1.5
9227,M,PC_EMP,EL,2011-Q4,2.8
9228,M,PC_EMP,EL,2012-Q1,1.7
9229,M,PC_EMP,EL,2012-Q2,1.2
9230,M,PC_EMP,EL,2012-Q3,1.5
9231,M,PC_EMP,EL,2012-Q4,2.4
9232,M,PC_EMP,EL,2013-Q1,1.8
9233,M,PC_EMP,EL,2013-Q2,1.0
9234,M,PC_EMP,EL,2013-Q3,1.4
9235,M,PC_EMP,EL,2013-Q4,2.3
9236,M,PC_EMP,EL,2014-Q1,1.2
9237,M,PC_EMP,EL,2014-Q2,1.1
9238,M,PC_EMP,EL,2014-Q3,1.8
9239,M,PC_EMP,EL,2014-Q4,2.6
9240,M,PC_EMP,EL,2015-Q1,1.5
9241,M,PC_EMP,EL,2015-Q2,0.9
9242,M,PC_EMP,EL,2015-Q3,1.3
9243,M,PC_EMP,EL,2015-Q4,2.1
9244,M,PC_EMP,EL,2016-Q1,1.3
9245,M,PC_EMP,EL,2016-Q2,0.8
9246,M,PC_EMP,EL,2016-Q3,1.2
9247,M,PC_EMP,EL,2016-Q4,2.8
9248,M,PC_EMP,EL,2017-Q1,1.1
